Time,Vehicle ID,X Coordinate,Y Coordinate,Tile Name,Probability,Is_Update,Valid_From,Valid_Till,Size,time_to_voxelize
1.0,0,2.01,-312.3499949886684,/home/sayon/autoware_map/town01/splitted_4/4_73_-274.pcd,1.0,0,1,501.0,10.213956832885742,0.09251737594604492
2.0,0,2.01,-310.9161438008364,/home/sayon/autoware_map/town01/splitted_4/4_73_-274.pcd,1.0,0,1,501.0,10.213956832885742,0.09261226654052734
2.0,1,88.37146089945574,-16.340000000000032,/home/sayon/autoware_map/town01/splitted_4/4_-51_-64.pcd,0.3333333333333333,1,2,37.92102648086453,11.910383224487305,0.09969258308410645
3.0,0,2.01,-306.8827961136643,/home/sayon/autoware_map/town01/splitted_4/4_73_-274.pcd,0.75,0,1,501.0,10.213956832885742,0.08328700065612793
3.0,1,88.37213736969399,-18.701557601718264,/home/sayon/autoware_map/town01/splitted_4/4_-51_-64.pcd,0.4,1,2,37.92102648086453,11.910383224487305,0.09923458099365234
3.0,2,107.79,-1.9499999999999889,/home/sayon/autoware_map/town01/splitted_4/4_-51_-64.pcd,0.5,1,2,37.92102648086453,11.910383224487305,0.09808039665222168
4.0,0,2.01,-300.67641214632374,/home/sayon/autoware_map/town01/splitted_4/4_73_-274.pcd,0.5714285714285714,1,1,501.0,10.213956832885742,0.08363580703735352
4.0,1,88.37320438980586,-22.426524812248545,/home/sayon/autoware_map/town01/splitted_4/4_-51_-64.pcd,0.5,0,2,37.92102648086453,11.910383224487305,0.09858560562133789
4.0,2,109.77725570789538,-1.9499999999999889,/home/sayon/autoware_map/town01/splitted_4/4_-51_-64.pcd,0.5555555555555556,1,2,37.92102648086453,11.910383224487305,0.0980844497680664
4.0,3,320.54,-129.51749799304255,/home/sayon/autoware_map/town01/splitted_4/4_323_-169.pcd,0.1,0,4,501.0,11.933195114135742,0.17270374298095703
