Time,Vehicle ID,X Coordinate,Y Coordinate,Tile Name,Probability,Is_Update,Valid_From,Valid_Till,Size,time_to_voxelize
1.0,0,2.01,-312.3499949886684,/home/sayon/autoware_map/town01/splitted_8/8_-51_-273.pcd,1.0,0,1,501.0,3.5262889862060547,0.06580710411071777
2.0,0,2.01,-310.9161438008364,/home/sayon/autoware_map/town01/splitted_8/8_-51_-273.pcd,1.0,0,1,501.0,3.5262889862060547,0.03121638298034668
2.0,1,88.37146089945574,-16.340000000000032,/home/sayon/autoware_map/town01/splitted_8/8_74_-8.pcd,0.3333333333333333,1,2,20.878631847445632,1.8288555145263672,0.036089420318603516
3.0,0,2.01,-306.8827961136643,/home/sayon/autoware_map/town01/splitted_8/8_-51_-273.pcd,0.75,0,1,501.0,3.5262889862060547,0.031116485595703125
3.0,1,88.37213736969399,-18.701557601718264,/home/sayon/autoware_map/town01/splitted_8/8_74_-8.pcd,0.4,1,2,20.878631847445632,1.8288555145263672,0.0151519775390625
3.0,2,107.79,-1.9499999999999889,/home/sayon/autoware_map/town01/splitted_8/8_137_-8.pcd,0.1666666666666666,1,3,4.805632278180072,2.00532341003418,0.030753374099731445
4.0,0,2.01,-300.67641214632374,/home/sayon/autoware_map/town01/splitted_8/8_-51_-273.pcd,0.5714285714285714,1,1,501.0,3.5262889862060547,0.030237674713134766
4.0,1,88.37320438980586,-22.426524812248545,/home/sayon/autoware_map/town01/splitted_8/8_74_-61.pcd,0.125,0,4,501.0,4.788663864135742,0.07698869705200195
4.0,2,109.77725570789538,-1.9499999999999889,/home/sayon/autoware_map/town01/splitted_8/8_137_-8.pcd,0.2222222222222222,1,3,4.805632278180072,2.00532341003418,0.017568111419677734
4.0,3,320.54,-129.51749799304255,/home/sayon/autoware_map/town01/splitted_8/8_326_-114.pcd,0.1,0,4,501.0,2.751523971557617,0.05116009712219238
5.0,0,2.01,-292.04391479313523,/home/sayon/autoware_map/town01/splitted_8/8_-51_-273.pcd,0.4545454545454545,0,1,501.0,3.5262889862060547,0.03225207328796387
5.0,1,88.37473519492153,-27.77056547106247,/home/sayon/autoware_map/town01/splitted_8/8_74_-61.pcd,0.1666666666666666,0,4,501.0,4.788663864135742,0.0387117862701416
5.0,2,113.25797532548664,-1.9499999999999889,/home/sayon/autoware_map/town01/splitted_8/8_137_-8.pcd,0.2307692307692307,1,5,14.524765380062448,2.00532341003418,0.016750335693359375
5.0,3,318.21854529251345,-129.51635911150734,/home/sayon/autoware_map/town01/splitted_8/8_326_-114.pcd,0.1428571428571428,0,4,501.0,2.751523971557617,0.02326178550720215
5.0,4,15.26,-330.5429360967185,/home/sayon/autoware_map/town01/splitted_8/8_-51_-326.pcd,0.0666666666666666,0,5,501.0,3.6284618377685542,0.06142568588256836
6.0,0,2.01,-281.3755574213698,/home/sayon/autoware_map/town01/splitted_8/8_-51_-273.pcd,0.375,0,1,501.0,3.5262889862060547,0.02860403060913086
6.0,1,88.37676067091691,-34.8415021709493,/home/sayon/autoware_map/town01/splitted_8/8_74_-61.pcd,0.1764705882352941,0,4,501.0,4.788663864135742,0.0395045280456543
6.0,2,118.74830886380282,-1.9499999999999889,/home/sayon/autoware_map/town01/splitted_8/8_137_-8.pcd,0.2222222222222222,0,5,14.524765380062448,2.00532341003418,0.016605854034423828
6.0,3,313.4341010257928,-129.51401191291072,/home/sayon/autoware_map/town01/splitted_8/8_326_-114.pcd,0.1578947368421052,0,4,501.0,2.751523971557617,0.023121356964111328
6.0,4,17.46563350096345,-330.54420589148015,/home/sayon/autoware_map/town01/splitted_8/8_-51_-326.pcd,0.1,0,5,501.0,3.6284618377685542,0.028905630111694336
6.0,5,334.76717425431707,-214.26,/home/sayon/autoware_map/town01/splitted_8/8_326_-220.pcd,0.0476190476190476,0,6,501.0,4.298002243041992,0.06708121299743652
7.0,0,2.02,-268.28644036872817,/home/sayon/autoware_map/town01/splitted_8/8_-51_-273.pcd,0.3181818181818182,0,1,501.0,3.5262889862060547,0.02834296226501465
7.0,1,88.379283070605,-43.64719948206101,/home/sayon/autoware_map/town01/splitted_8/8_74_-61.pcd,0.1739130434782608,0,4,501.0,4.788663864135742,0.03903508186340332
7.0,2,125.72142545470037,-1.9499999999999889,/home/sayon/autoware_map/town01/splitted_8/8_137_-8.pcd,0.2083333333333333,0,5,14.524765380062448,2.00532341003418,0.018375635147094727
7.0,3,306.9231943250261,-129.5108177298,/home/sayon/autoware_map/town01/splitted_8/8_326_-114.pcd,0.16,0,4,501.0,2.751523971557617,0.023415803909301758
7.0,4,21.97326899419073,-330.5468009608487,/home/sayon/autoware_map/town01/splitted_8/8_74_-379.pcd,0.0384615384615384,0,7,501.0,2.6860179901123047,0.033451080322265625
7.0,5,334.7664072564678,-215.644303284972,/home/sayon/autoware_map/town01/splitted_8/8_326_-220.pcd,0.074074074074074,0,6,501.0,4.298002243041992,0.03524351119995117
7.0,6,320.52999751411244,2.009999999999991,/home/sayon/autoware_map/town01/splitted_8/8_326_-8.pcd,0.0357142857142857,1,7,9.271099281182504,2.231779098510742,0.035312652587890625
