Time,Vehicle ID,X Coordinate,Y Coordinate,Tile Name,Probability,Is_Update,Valid_From,Valid_Till,Size,time_to_voxelize
1.0,0,2.01,-312.3499949886684,/home/sayon/autoware_map/town01/splitted_16/16_12_-298.pcd,1.0,0,1,501.0,0.4409599304199219,0.00539851188659668
2.0,0,2.01,-310.9161438008364,/home/sayon/autoware_map/town01/splitted_16/16_12_-298.pcd,1.0,0,1,501.0,0.4409599304199219,0.004478931427001953
2.0,1,88.37146089945574,-16.340000000000032,/home/sayon/autoware_map/town01/splitted_16/16_108_-28.pcd,0.3333333333333333,1,2,5.709915162813396,1.5176963806152344,0.014569520950317383
3.0,0,2.01,-306.8827961136643,/home/sayon/autoware_map/town01/splitted_16/16_12_-298.pcd,0.75,0,1,501.0,0.4409599304199219,0.004918098449707031
3.0,1,88.37213736969399,-18.701557601718264,/home/sayon/autoware_map/town01/splitted_16/16_108_-28.pcd,0.4,1,2,5.709915162813396,1.5176963806152344,0.014417648315429688
3.0,2,107.79,-1.9499999999999889,/home/sayon/autoware_map/town01/splitted_16/16_108_-1.pcd,0.1666666666666666,1,3,20.534351209622063,0.4967765808105469,0.005076169967651367
4.0,0,2.01,-300.67641214632374,/home/sayon/autoware_map/town01/splitted_16/16_12_-298.pcd,0.5714285714285714,1,1,501.0,0.4409599304199219,0.004425525665283203
4.0,1,88.37320438980586,-22.426524812248545,/home/sayon/autoware_map/town01/splitted_16/16_108_-28.pcd,0.375,0,2,5.709915162813396,1.5176963806152344,0.013974189758300781
4.0,2,109.77725570789538,-1.9499999999999889,/home/sayon/autoware_map/town01/splitted_16/16_108_-1.pcd,0.2222222222222222,1,3,20.534351209622063,0.4967765808105469,0.0054454803466796875
4.0,3,320.54,-129.51749799304255,/home/sayon/autoware_map/town01/splitted_16/16_332_-136.pcd,0.1,0,4,501.0,0.7308616638183594,0.007163524627685547
5.0,0,2.01,-292.04391479313523,/home/sayon/autoware_map/town01/splitted_16/16_12_-271.pcd,0.0909090909090909,0,5,501.0,0.3471488952636719,0.02212667465209961
5.0,1,88.37473519492153,-27.77056547106247,/home/sayon/autoware_map/town01/splitted_16/16_108_-28.pcd,0.3333333333333333,0,2,5.709915162813396,1.5176963806152344,0.014009714126586914
