Time,Vehicle ID,X Coordinate,Y Coordinate,Tile Name,Probability,Is_Update,Valid_From,Valid_Till,Size,time_to_voxelize
1.0,0,2.01,-312.3499949886684,/home/sayon/autoware_map/town01/splitted_64/64_-3_-309.pcd,1.0,0,1,501.0,0.084329605102539,0.002234220504760742
2.0,0,2.01,-310.9161438008364,/home/sayon/autoware_map/town01/splitted_64/64_-3_-309.pcd,1.0,0,1,501.0,0.084329605102539,0.0019130706787109375
2.0,1,88.37146089945574,-16.340000000000032,/home/sayon/autoware_map/town01/splitted_64/64_84_-15.pcd,0.3333333333333333,1,2,9.472849916846515,0.0911808013916015,0.0019106864929199219
3.0,0,2.01,-306.8827961136643,/home/sayon/autoware_map/town01/splitted_64/64_-3_-309.pcd,0.75,0,1,501.0,0.084329605102539,0.0018856525421142578
3.0,1,88.37213736969399,-18.701557601718264,/home/sayon/autoware_map/town01/splitted_64/64_84_-15.pcd,0.4,1,2,9.472849916846515,0.0911808013916015,0.0019290447235107422
3.0,2,107.79,-1.9499999999999889,/home/sayon/autoware_map/town01/splitted_64/64_108_-1.pcd,0.1666666666666666,1,3,3.8227652470470472,0.108072280883789,0.002047300338745117
4.0,0,2.01,-300.67641214632374,/home/sayon/autoware_map/town01/splitted_64/64_-3_-302.pcd,0.1428571428571428,1,4,8.526246533393584,0.0890750885009765,0.0018956661224365234
4.0,1,88.37320438980586,-22.426524812248545,/home/sayon/autoware_map/town01/splitted_64/64_84_-22.pcd,0.125,0,4,501.0,0.0907840728759765,0.0019271373748779297
4.0,2,109.77725570789538,-1.9499999999999889,/home/sayon/autoware_map/town01/splitted_64/64_108_-1.pcd,0.2222222222222222,1,4,9.871337683868632,0.108072280883789,0.0020384788513183594
4.0,3,320.54,-129.51749799304255,/home/sayon/autoware_map/town01/splitted_64/64_324_-127.pcd,0.1,0,4,501.0,0.081521987915039,0.0018646717071533203
5.0,0,2.01,-292.04391479313523,/home/sayon/autoware_map/town01/splitted_64/64_-3_-288.pcd,0.0909090909090909,0,5,501.0,0.0959110260009765,0.0019378662109375
5.0,1,88.37473519492153,-27.77056547106247,/home/sayon/autoware_map/town01/splitted_64/64_84_-29.pcd,0.0833333333333333,0,5,501.0,0.0836124420166015,0.0018589496612548828
5.0,2,113.25797532548664,-1.9499999999999889,/home/sayon/autoware_map/town01/splitted_64/64_108_-1.pcd,0.2307692307692307,1,4,9.871337683868632,0.108072280883789,0.0020630359649658203
5.0,3,318.21854529251345,-129.51635911150734,/home/sayon/autoware_map/town01/splitted_64/64_316_-127.pcd,0.0714285714285714,0,5,501.0,0.078897476196289,0.0018284320831298828
5.0,4,15.26,-330.5429360967185,/home/sayon/autoware_map/town01/splitted_64/64_12_-330.pcd,0.0666666666666666,0,5,501.0,0.084970474243164,0.001886606216430664
6.0,0,2.01,-281.3755574213698,/home/sayon/autoware_map/town01/splitted_64/64_-3_-281.pcd,0.0625,0,6,501.0,0.096323013305664,0.0020096302032470703
6.0,1,88.37676067091691,-34.8415021709493,/home/sayon/autoware_map/town01/splitted_64/64_84_-36.pcd,0.0588235294117647,0,6,501.0,0.083353042602539,0.0018584728240966797
6.0,2,118.74830886380282,-1.9499999999999889,/home/sayon/autoware_map/town01/splitted_64/64_116_-1.pcd,0.0555555555555555,0,6,501.0,0.1144351959228515,0.002123117446899414
6.0,3,313.4341010257928,-129.51401191291072,/home/sayon/autoware_map/town01/splitted_64/64_316_-127.pcd,0.1052631578947368,0,5,501.0,0.078897476196289,0.0018017292022705078
6.0,4,17.46563350096345,-330.54420589148015,/home/sayon/autoware_map/town01/splitted_64/64_12_-330.pcd,0.1,0,5,501.0,0.084970474243164,0.0018858909606933594
6.0,5,334.76717425431707,-214.26,/home/sayon/autoware_map/town01/splitted_64/64_332_-218.pcd,0.0476190476190476,0,6,501.0,0.1691246032714843,0.0024955272674560547
7.0,0,2.02,-268.28644036872817,/home/sayon/autoware_map/town01/splitted_64/64_-3_-267.pcd,0.0454545454545454,0,7,501.0,0.104440689086914,0.0020666122436523438
7.0,1,88.379283070605,-43.64719948206101,/home/sayon/autoware_map/town01/splitted_64/64_84_-43.pcd,0.0434782608695652,0,7,501.0,0.0868778228759765,0.0018885135650634766
7.0,2,125.72142545470037,-1.9499999999999889,/home/sayon/autoware_map/town01/splitted_64/64_124_-1.pcd,0.0416666666666666,0,7,501.0,0.0839786529541015,0.0018928050994873047
7.0,3,306.9231943250261,-129.5108177298,/home/sayon/autoware_map/town01/splitted_64/64_308_-127.pcd,0.04,0,7,501.0,0.084360122680664,0.0018846988677978516
7.0,4,21.97326899419073,-330.5468009608487,/home/sayon/autoware_map/town01/splitted_64/64_20_-330.pcd,0.0384615384615384,0,7,501.0,0.105844497680664,0.002032041549682617
7.0,5,334.7664072564678,-215.644303284972,/home/sayon/autoware_map/town01/splitted_64/64_332_-218.pcd,0.074074074074074,0,6,501.0,0.1691246032714843,0.0024945735931396484
7.0,6,320.52999751411244,2.009999999999991,/home/sayon/autoware_map/town01/splitted_64/64_324_5.pcd,0.0357142857142857,1,7,50.38431516708929,0.0333805084228515,0.0014770030975341797
8.0,0,2.02,-254.6885992239854,/home/sayon/autoware_map/town01/splitted_64/64_-3_-253.pcd,0.0344827586206896,0,8,501.0,0.091196060180664,0.001920938491821289
